,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
137,claims adjudicator,10.0,OH,MORTGAGE,40000.0,Verified,19.44,0,2000,1,26,13,38688,17445,0,148,11,8,0,1,debt_consolidation,individual,16000,60,25.82,477.35,E,E4,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
138,head of product design,2.0,CA,RENT,182000.0,Not Verified,6.06,1,2005,2,27,9,56000,34611,0,0,9,5,0,0,credit_card,individual,32000,60,14.08,745.92,C,C3,Jan-2018,Current,whole,Cash,29785.98,Has Delinquencies,True,0
139,project manager,3.0,CA,RENT,51000.0,Verified,17.25,0,1994,1,12,8,52441,38608,0,0,6,4,0,1,credit_card,individual,12000,36,15.05,416.28,C,C4,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
141,import booking and pricing rep,2.0,NY,MORTGAGE,31200.0,Verified,33.19,0,2007,2,18,9,40580,30433,0,0,6,5,0,0,debt_consolidation,individual,2200,36,17.09,78.54,D,D1,Feb-2018,Current,fractional,Cash,2007.09,No Delinquencies,True,0
142,receptionist,1.0,IL,RENT,27278.0,Not Verified,19.93,0,2006,1,13,9,33085,21669,0,0,4,4,0,0,credit_card,individual,4800,36,16.01,168.78,C,C5,Mar-2018,Current,fractional,Cash,4481.56,No Delinquencies,True,0
144,supervisor,5.0,KS,RENT,100000.0,Not Verified,22.88,0,1991,2,19,9,96081,49906,0,0,6,6,0,0,credit_card,individual,35000,36,12.62,1172.9,C,C1,Jan-2018,Current,whole,Cash,30890.38,No Delinquencies,True,0
145,manager,6.0,NY,OWN,42000.0,Verified,14.4,0,2004,2,5,3,18785,15755,0,0,2,2,0,0,other,individual,10000,60,21.45,273.08,D,D5,Feb-2018,Current,whole,Cash,9612.44,No Delinquencies,True,0
146,clerk,10.0,NY,MORTGAGE,66000.0,Source Verified,6.11,0,2006,3,6,4,246436,13900,0,0,2,1,0,0,major_purchase,joint,2400,36,10.41,77.91,B,B3,Mar-2018,Current,whole,Cash,2227.24,No Delinquencies,True,0
147,formulation scientist,2.0,OH,RENT,89000.0,Not Verified,18.65,0,2001,0,20,10,114770,52475,0,0,7,5,0,0,credit_card,individual,19600,36,5.32,590.25,A,A1,Jan-2018,Current,whole,Cash,17060.8,No Delinquencies,True,0
148,documentation supervisor,3.0,MA,MORTGAGE,50000.0,Verified,27.08,0,2005,2,20,11,288973,46068,0,0,7,2,0,1,debt_consolidation,individual,26000,60,21.85,715.88,D,D5,Mar-2018,Current,whole,Cash,25259.29,No Delinquencies,True,0
149,director of operations,6.0,MD,MORTGAGE,99000.0,Not Verified,11.73,0,2005,3,22,12,53203,27819,0,0,10,10,0,1,home_improvement,individual,12000,60,18.06,305.12,D,D2,Jan-2018,Current,whole,Cash,11358.38,No Delinquencies,True,0
151,executive assistant,3.0,NY,RENT,57000.0,Source Verified,18.88,0,2009,3,35,22,97124,68759,0,0,9,4,0,0,house,individual,11750,60,17.09,292.59,D,D1,Feb-2018,Current,whole,Cash,11238.19,No Delinquencies,True,0
152,shop foreman,10.0,NY,MORTGAGE,99000.0,Source Verified,20.78,0,2000,1,28,13,415771,57617,0,0,8,6,0,0,debt_consolidation,individual,30000,60,9.93,636.38,B,B2,Mar-2018,Current,whole,Cash,28825.95,No Delinquencies,True,0
153,research technician,6.0,MS,RENT,44000.0,Source Verified,19.42,0,1998,1,12,6,63963,39654,0,0,3,1,0,0,credit_card,individual,7000,36,6.08,213.21,A,A2,Feb-2018,Current,whole,DirectPay,6283.6,No Delinquencies,True,0
155,senior data engineer,4.0,VA,RENT,97000.0,Not Verified,0.33,0,2008,2,11,6,25854,11195,0,0,3,1,0,0,other,individual,35000,36,16.01,1230.67,C,C5,Mar-2018,Current,whole,Cash,32678.16,No Delinquencies,True,0
156,mechanic/owner,10.0,IL,MORTGAGE,30000.0,Not Verified,8.56,0,1989,0,8,3,22300,10709,0,0,3,3,0,1,credit_card,individual,10000,60,13.59,230.57,C,C2,Feb-2018,Current,whole,Cash,9522.69,No Delinquencies,True,0
157,manager,6.0,TN,OWN,50000.0,Source Verified,14.16,0,2002,2,13,5,55089,29320,0,0,4,4,0,0,other,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,whole,Cash,18550.28,No Delinquencies,True,0
158,commercial insurance broker,5.0,CA,MORTGAGE,115000.0,Source Verified,12.89,0,1986,2,32,12,527790,88149,0,0,2,0,0,0,small_business,individual,40000,60,15.04,952.44,C,C4,Mar-2018,Current,whole,Cash,38629.65,No Delinquencies,False,0
159,field operations supervisor,2.0,IL,MORTGAGE,80000.0,Not Verified,9.92,0,2003,3,29,11,322553,20241,0,0,9,5,0,0,credit_card,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,DirectPay,11089.41,No Delinquencies,True,0
160,server,0.0,OR,RENT,15000.0,Source Verified,7.2,0,2014,0,4,4,13800,13570,0,0,3,3,0,0,debt_consolidation,joint,16000,36,17.47,574.2,D,D1,Mar-2018,Current,whole,Cash,14961.22,No Delinquencies,True,0
161,hvac mechanic,7.0,FL,MORTGAGE,60000.0,Source Verified,27.06,0,2004,2,23,13,94036,44347,0,0,10,5,0,1,debt_consolidation,individual,10000,36,11.99,332.1,B,B5,Jan-2018,Current,whole,Cash,8815.65,No Delinquencies,True,0
162,engineer assistant ,0.0,CA,RENT,50000.0,Source Verified,13.3,4,2008,1,21,13,31300,15584,0,0,10,6,0,0,credit_card,individual,10000,36,13.59,339.79,C,C2,Feb-2018,Current,whole,Cash,9078.33,Has Delinquencies,True,0
164,production,10.0,MN,MORTGAGE,75000.0,Source Verified,0.54,0,2006,4,17,7,253569,42,0,200,6,3,0,0,major_purchase,individual,24000,60,10.42,514.91,B,B3,Jan-2018,Current,whole,Cash,22440.6,No Delinquencies,True,0
165,it director,10.0,CA,MORTGAGE,182000.0,Source Verified,16.72,0,2003,0,14,7,604303,78003,0,0,3,2,0,0,debt_consolidation,individual,40000,36,7.97,1252.91,A,A5,Feb-2018,Current,whole,Cash,36011.51,No Delinquencies,True,0
166,manager,6.0,TX,MORTGAGE,65000.0,Not Verified,10.62,0,1998,1,28,13,168410,25122,0,0,12,5,0,0,debt_consolidation,individual,25000,60,9.92,530.2,B,B2,Mar-2018,Current,whole,Cash,24350.26,No Delinquencies,True,0
167,sales manager,4.0,NC,MORTGAGE,121500.0,Verified,39.34,0,1998,0,15,13,249000,145985,0,0,10,7,0,0,debt_consolidation,joint,32175,36,12.61,1078.07,C,C1,Mar-2018,Current,whole,Cash,29931.7,No Delinquencies,True,0
168,owner,4.0,MS,MORTGAGE,170000.0,Not Verified,14.23,0,1997,1,36,16,296303,95665,0,0,11,7,0,0,debt_consolidation,individual,25000,60,9.93,530.32,B,B2,Jan-2018,Current,whole,Cash,23355.79,No Delinquencies,True,0
169,journeyman union plumber,2.0,NY,RENT,70000.0,Not Verified,21.79,0,2004,1,17,8,216901,32432,0,0,5,4,0,0,debt_consolidation,individual,24000,60,14.07,559.31,C,C3,Mar-2018,Current,whole,Cash,23156.46,No Delinquencies,True,0
170,service technician ,5.0,TX,OWN,60000.0,Source Verified,5.96,0,1994,0,12,5,13217,9799,0,0,4,4,0,0,credit_card,individual,15000,60,14.08,349.65,C,C3,Feb-2018,Current,whole,Cash,14293.08,No Delinquencies,True,0
171,executive director,1.0,NY,MORTGAGE,100000.0,Source Verified,22.49,0,1996,2,39,12,220075,98692,0,0,8,1,0,0,other,individual,36000,60,12.62,812.13,C,C1,Jan-2018,Current,whole,Cash,33786.28,No Delinquencies,True,0
174,customs specialist,0.0,NY,MORTGAGE,42500.0,Source Verified,24.57,0,2007,2,21,7,123232,57581,0,0,4,4,0,0,debt_consolidation,individual,11000,36,18.06,398.01,D,D2,Feb-2018,Current,fractional,Cash,1660.07,No Delinquencies,True,0
175,personal banker,2.0,CA,RENT,52000.0,Not Verified,21.3,0,2007,1,19,9,73249,34442,0,0,7,4,0,0,credit_card,individual,15000,60,14.08,349.65,C,C3,Jan-2018,Current,whole,Cash,14111.13,No Delinquencies,True,0
176,assistant controller ,2.0,GA,RENT,68250.0,Source Verified,8.63,0,1999,0,39,14,98559,90416,0,336,7,5,0,0,credit_card,individual,13500,60,16.02,328.44,C,C5,Feb-2018,Current,whole,Cash,12895.16,No Delinquencies,True,0
177,physical therapist assistant ,3.0,AL,MORTGAGE,55000.0,Source Verified,8.66,0,2014,0,8,6,122838,16537,0,0,4,1,0,0,debt_consolidation,individual,10000,60,11.99,222.4,B,B5,Jan-2018,Current,whole,Cash,9375.22,No Delinquencies,True,0
178,office manager/ bookkeeper,10.0,FL,OWN,85000.0,Not Verified,26.49,0,1995,0,28,20,117100,53291,0,0,19,10,0,0,credit_card,individual,25000,36,6.72,768.74,A,A3,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
180,service technician ,7.0,CO,OWN,95000.0,Source Verified,11.33,0,2008,0,9,7,77389,46601,0,138,6,2,0,0,debt_consolidation,individual,28000,36,6.71,860.86,A,A3,Mar-2018,Current,whole,Cash,25875.28,No Delinquencies,True,0
181,physician extender ,2.0,SC,RENT,71000.0,Not Verified,15.48,0,2005,0,19,10,71270,39261,0,0,4,3,0,0,credit_card,individual,10000,36,6.07,304.54,A,A2,Mar-2018,Current,fractional,Cash,9234.27,No Delinquencies,True,0
182,yard specialist,3.0,NC,MORTGAGE,41200.0,Source Verified,16.95,0,2006,0,20,9,191066,47940,0,0,4,2,0,0,other,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8488.64,No Delinquencies,True,0
184,bartender,0.0,WA,RENT,15000.0,Source Verified,5.87,0,2000,1,23,7,28874,2114,0,316,6,2,0,0,debt_consolidation,individual,2500,36,13.59,84.95,C,C2,Jan-2018,Current,whole,Cash,2210.33,No Delinquencies,True,0
185,lease operator,0.0,LA,OWN,95000.0,Not Verified,12.42,0,1995,0,20,5,390874,37792,0,0,3,3,0,0,other,individual,6500,36,5.31,195.72,A,A1,Mar-2018,Current,whole,Cash,5996.91,No Delinquencies,True,0
186,dean of humanities and the arts,9.0,NE,RENT,88000.0,Source Verified,13.04,0,1998,2,41,11,39353,24021,0,0,10,4,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
187,rn,10.0,CO,MORTGAGE,65000.0,Source Verified,40.15,0,2003,3,29,17,459836,117216,0,0,8,4,0,1,debt_consolidation,joint,14500,36,7.35,450.05,A,A4,Jan-2018,Current,whole,Cash,12671.55,No Delinquencies,True,0
188,instructor,6.0,CA,RENT,80000.0,Verified,11.88,0,1997,2,11,9,27100,14056,0,0,6,3,2,1,house,individual,40000,36,11.99,1328.39,B,B5,Jan-2018,Current,whole,Cash,35262.66,No Delinquencies,True,1
189,manager,5.0,FL,RENT,45000.0,Not Verified,25.41,0,2007,3,20,14,72097,33160,0,0,12,8,0,0,other,individual,16000,36,16.02,562.68,C,C5,Feb-2018,Current,whole,Cash,14575.47,No Delinquencies,True,0
190,sales,10.0,CA,RENT,150000.0,Source Verified,9.33,0,2000,0,13,5,55420,38733,0,0,3,3,0,1,debt_consolidation,joint,14000,36,9.93,451.29,B,B2,Jan-2018,Current,whole,Cash,12610.69,No Delinquencies,True,0
191,finance manager,1.0,FL,RENT,69000.0,Not Verified,27.74,0,2008,5,23,16,95775,48638,0,0,12,8,0,0,debt_consolidation,individual,10000,36,19.42,368.69,D,D3,Feb-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,0
192,crisis counselor,10.0,KY,MORTGAGE,35000.0,Not Verified,23.01,0,1998,0,33,16,185161,86272,0,0,11,10,0,0,debt_consolidation,individual,2400,36,7.96,75.17,A,A5,Mar-2018,Current,whole,Cash,2221.07,No Delinquencies,True,0
193,senior mechanical assembler,3.0,CA,MORTGAGE,39000.0,Source Verified,10.83,0,1983,0,13,4,406749,12329,0,0,3,1,0,0,debt_consolidation,joint,17000,36,13.59,577.65,C,C2,Jan-2018,Current,fractional,Cash,15030.26,No Delinquencies,True,0
195,manager,6.0,NJ,MORTGAGE,82000.0,Verified,18.09,1,1998,5,28,16,366648,38119,1,609,12,2,0,0,other,individual,20000,36,19.03,733.43,D,D3,Feb-2018,Current,fractional,Cash,18294.92,Has Delinquencies,True,0
197,microbiology labratory security,0.0,CA,OWN,27000.0,Not Verified,2.54,0,1999,0,5,3,15600,1364,0,0,3,2,0,0,other,individual,3600,36,6.72,110.7,A,A3,Jan-2018,Current,fractional,Cash,3142.2,No Delinquencies,True,0
198,telecommunications analyst,3.0,TX,MORTGAGE,92000.0,Not Verified,25.33,0,2001,1,33,8,260226,51302,0,0,3,2,0,1,home_improvement,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18468.54,No Delinquencies,True,0
199,medical secretary ,6.0,NJ,MORTGAGE,45000.0,Source Verified,23.92,2,1988,0,18,12,360202,82200,0,0,9,9,0,0,debt_consolidation,joint,8000,36,15.05,277.52,C,C4,Jan-2018,Current,fractional,Cash,7091.56,Has Delinquencies,True,0
200,financial service specialist,1.0,CA,RENT,40000.0,Source Verified,29.72,0,2006,0,20,10,57628,34805,0,0,7,5,0,0,credit_card,individual,16000,36,6.07,487.26,A,A2,Mar-2018,Current,whole,DirectPay,14774.84,No Delinquencies,True,0
202,cook / server,5.0,CA,RENT,30000.0,Source Verified,5.68,0,1997,1,13,4,11000,3775,0,0,3,1,0,0,credit_card,individual,2000,36,10.42,64.93,B,B3,Feb-2018,Current,whole,Cash,1807.25,No Delinquencies,True,0
203,business analyst ,3.0,NY,RENT,52500.0,Source Verified,9.73,1,2007,0,8,7,79622,71415,0,0,5,4,0,0,other,individual,2000,36,11.98,66.41,B,B5,Mar-2018,Current,whole,Cash,1859.35,Has Delinquencies,True,0
204,cook,8.0,CA,RENT,25000.0,Source Verified,2.78,1,1994,0,23,9,41300,2461,0,0,9,2,0,0,vacation,individual,6500,36,9.43,208.01,B,B1,Mar-2018,Current,whole,Cash,6025.5,Has Delinquencies,True,0
206,manager,6.0,AL,RENT,16000.0,Verified,25.43,0,2014,0,7,7,19345,8243,0,92,6,4,0,0,debt_consolidation,individual,7000,36,18.06,253.28,D,D2,Feb-2018,Current,whole,Cash,6394.79,No Delinquencies,True,0
207,analyst,2.0,VA,RENT,125000.0,Source Verified,2.47,0,2012,1,11,6,88500,11361,0,0,5,2,0,0,credit_card,individual,25000,60,12.61,563.85,C,C1,Mar-2018,Current,whole,Cash,24087.05,No Delinquencies,True,0
209,research programmer / analyst,2.0,NC,RENT,100000.0,Source Verified,27.71,0,1986,4,38,17,130869,51510,0,0,12,5,0,0,debt_consolidation,individual,35000,36,10.42,1136.27,B,B3,Jan-2018,Current,whole,Cash,29736.97,No Delinquencies,True,0
210,rapid prototyping manager,3.0,CA,RENT,205000.0,Source Verified,14.04,1,2003,2,27,8,96538,65694,0,0,3,2,0,1,debt_consolidation,individual,26000,36,10.42,844.09,B,B3,Jan-2018,Current,fractional,Cash,22854.22,Has Delinquencies,True,0
211,warehouse general,10.0,MI,MORTGAGE,45000.0,Source Verified,11.79,0,2007,1,16,6,105050,16491,0,0,4,3,0,1,debt_consolidation,individual,12000,60,17.47,301.28,D,D1,Mar-2018,Current,whole,Cash,11614.7,No Delinquencies,True,0
212,pharmacy tech ,2.0,CA,RENT,26448.0,Not Verified,30.54,0,2008,1,7,7,36280,27636,0,0,2,2,0,0,credit_card,individual,10000,60,10.91,216.98,B,B4,Jan-2018,Current,whole,DirectPay,9358.12,No Delinquencies,True,0
213,aviation inspector,10.0,CA,MORTGAGE,90000.0,Not Verified,18.63,0,1997,0,31,13,321900,30997,0,0,11,4,0,0,home_improvement,individual,15000,36,5.32,451.73,A,A1,Jan-2018,Current,whole,Cash,13056.7,No Delinquencies,True,0
214,realtor / assistant,5.0,NJ,MORTGAGE,80000.0,Not Verified,18.39,0,1993,3,27,14,531782,81876,0,0,9,6,0,0,credit_card,joint,14000,60,9.44,293.62,B,B1,Jan-2018,Current,whole,Cash,13068.02,No Delinquencies,True,0
215,paralegal ,10.0,GA,MORTGAGE,60000.0,Source Verified,27.84,1,1978,1,22,12,239781,37064,0,0,9,9,0,0,debt_consolidation,joint,15000,36,9.44,480.08,B,B1,Mar-2018,Current,whole,Cash,13905.19,Has Delinquencies,True,0
216,accountant,5.0,NY,RENT,60000.0,Not Verified,9.24,0,2011,0,15,7,27540,8770,0,0,6,4,0,0,debt_consolidation,individual,10000,36,14.08,342.17,C,C3,Feb-2018,Current,fractional,Cash,9084.7,No Delinquencies,True,0
217,cashier,3.0,WA,RENT,25000.0,Not Verified,14.31,0,1998,1,24,14,33000,6979,0,0,13,6,0,1,debt_consolidation,individual,5000,36,7.35,155.19,A,A4,Jan-2018,Current,whole,Cash,4369.5,No Delinquencies,True,0
218,owner,10.0,GA,RENT,74000.0,Not Verified,14.39,0,2006,1,17,11,90000,29504,0,0,10,5,0,0,small_business,individual,28125,60,12.62,634.48,C,C1,Jan-2018,Current,whole,Cash,26395.51,No Delinquencies,True,0
220,manager,6.0,TX,MORTGAGE,20000.0,Source Verified,0.0,0,2000,3,14,7,64000,0,0,0,6,0,0,0,other,individual,10000,60,9.92,212.08,B,B2,Mar-2018,Current,whole,Cash,9608.54,No Delinquencies,False,0
221,chief financial officer,2.0,MA,MORTGAGE,151000.0,Verified,15.81,0,1987,3,30,17,160259,77372,0,0,14,6,0,0,home_improvement,individual,40000,60,10.9,867.71,B,B4,Mar-2018,Current,whole,Cash,38473.08,No Delinquencies,True,0
222,officer of corporation,6.0,CA,RENT,70000.0,Not Verified,27.6,0,1995,4,22,11,92378,45569,0,0,6,4,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Mar-2018,Current,whole,Cash,9241.27,No Delinquencies,True,0
223,kitchen designer,4.0,ME,OWN,35000.0,Verified,29.12,0,2003,0,34,18,72470,37589,0,0,8,0,0,0,debt_consolidation,individual,8000,36,5.32,240.92,A,A1,Feb-2018,Current,whole,Cash,6920.52,No Delinquencies,False,0
224,regional manager ,2.0,NY,RENT,84000.0,Verified,7.57,0,2007,1,8,2,38401,35702,0,0,1,1,0,0,house,individual,35000,60,11.99,778.38,B,B5,Jan-2018,Late (31-120 days),whole,Cash,33701.09,No Delinquencies,True,0
225,executive chef,2.0,CA,MORTGAGE,200000.0,Source Verified,10.67,0,2003,1,30,14,513156,35893,0,0,8,3,0,0,debt_consolidation,individual,20000,36,5.32,602.3,A,A1,Feb-2018,Current,whole,Cash,17931.76,No Delinquencies,True,0
226,telecommunications tech ,5.0,FL,OWN,25000.0,Verified,31.61,0,2013,0,6,5,43376,14488,0,0,4,2,0,0,debt_consolidation,individual,9000,36,10.41,292.15,B,B3,Mar-2018,Current,whole,Cash,8047.14,No Delinquencies,True,0
227,finisher,0.0,VT,RENT,60000.0,Source Verified,8.7,0,2007,1,8,4,16000,11539,0,0,3,3,0,0,debt_consolidation,individual,20000,60,14.07,466.1,C,C3,Mar-2018,Current,whole,Cash,19534.08,No Delinquencies,True,0
228,operations manager,10.0,NJ,RENT,65000.0,Not Verified,15.05,0,2004,1,36,18,101727,22442,0,0,15,4,0,0,debt_consolidation,individual,3000,36,6.07,91.37,A,A2,Feb-2018,Current,whole,Cash,2692.9,No Delinquencies,True,0
229,grocery clerk,3.0,OR,RENT,15000.0,Verified,28.96,0,2013,0,13,12,31167,21577,0,0,6,5,0,0,credit_card,joint,8000,36,9.93,257.88,B,B2,Jan-2018,Current,whole,Cash,7223.7,No Delinquencies,True,0
231,services coordinator,2.0,ME,RENT,44000.0,Verified,12.9,0,2004,2,18,12,269361,46789,0,0,1,1,0,1,major_purchase,individual,5000,36,6.71,153.73,A,A3,Mar-2018,Current,whole,Cash,4620.57,No Delinquencies,True,0
232,manager,6.0,MA,MORTGAGE,145000.0,Not Verified,16.57,0,1982,2,35,19,506779,58807,0,0,15,10,0,0,debt_consolidation,individual,15000,36,5.31,451.66,A,A1,Feb-2018,Current,whole,Cash,13839.02,No Delinquencies,True,0
233,renewal specialist,1.0,IL,RENT,48000.0,Not Verified,18.03,0,2004,1,24,11,51430,21017,0,0,7,7,0,0,debt_consolidation,individual,10000,60,13.59,230.57,C,C2,Feb-2018,Current,whole,Cash,9522.69,No Delinquencies,True,0
234,associate medical director,2.0,CT,OWN,100000.0,Source Verified,10.92,0,2001,3,10,5,30000,15946,0,0,4,3,0,1,home_improvement,individual,40000,36,10.9,1307.66,B,B4,Feb-2018,Current,whole,Cash,37141.21,No Delinquencies,True,0
235,manager,6.0,NE,RENT,35000.0,Source Verified,5.59,0,2005,2,17,9,14200,3702,0,755,9,5,0,0,other,individual,3000,36,12.62,100.54,C,C1,Jan-2018,Current,whole,Cash,2719.66,No Delinquencies,True,0
236,junior graphic designer,0.0,OH,RENT,33000.0,Not Verified,27.02,0,2009,2,12,9,82620,77325,0,0,2,2,0,0,credit_card,individual,1500,36,10.42,48.7,B,B3,Jan-2018,Current,whole,Cash,1355.43,No Delinquencies,True,0
237,ceo president,10.0,GA,MORTGAGE,196000.0,Not Verified,24.38,0,2000,4,43,12,264105,214317,0,103,8,7,0,0,credit_card,individual,28000,36,15.05,971.32,C,C4,Feb-2018,Current,whole,Cash,25472.33,No Delinquencies,True,0
238,graphic designer,7.0,CA,RENT,76000.0,Not Verified,11.45,0,2007,0,17,10,54900,18790,0,0,6,5,0,0,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Feb-2018,Current,whole,Cash,6939.85,No Delinquencies,True,0
239,accounting assistant,5.0,FL,RENT,49000.0,Source Verified,28.8,0,1998,1,30,21,98338,90581,0,0,5,4,0,1,debt_consolidation,individual,20000,60,21.45,546.15,D,D5,Feb-2018,Current,whole,Cash,19224.93,No Delinquencies,True,0
240,group creative director,0.0,NY,MORTGAGE,275000.0,Source Verified,11.12,0,1998,3,23,14,599264,147964,0,0,12,9,0,0,debt_consolidation,individual,40000,36,9.44,1280.2,B,B1,Mar-2018,Current,whole,DirectPay,37080.55,No Delinquencies,True,0
242,large format printing lead,3.0,NY,RENT,35500.0,Not Verified,16.93,0,2007,0,14,10,53495,42709,0,0,7,6,0,0,debt_consolidation,individual,3300,36,11.99,109.6,B,B5,Jan-2018,Current,whole,Cash,2909.13,No Delinquencies,True,0
243,manager,6.0,CA,MORTGAGE,130000.0,Not Verified,14.43,0,2003,1,36,10,440947,97118,0,0,8,4,0,0,medical,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.4,No Delinquencies,True,0
244,manager,6.0,UT,OWN,56000.0,Source Verified,16.08,0,2003,0,10,5,45665,23724,0,0,3,3,0,0,debt_consolidation,individual,11500,36,5.31,346.27,A,A1,Feb-2018,Current,whole,DirectPay,10310.6,No Delinquencies,True,0
245,technical sales rep,1.0,FL,OWN,150000.0,Source Verified,33.23,1,1969,2,35,18,566609,105380,0,0,11,8,0,0,credit_card,individual,16500,36,6.07,502.49,A,A2,Mar-2018,Current,fractional,DirectPay,15236.55,Has Delinquencies,True,0
247,manager - projects,10.0,NJ,RENT,105000.0,Verified,14.37,0,2005,1,33,12,134300,83037,0,0,11,7,0,0,major_purchase,individual,35000,60,21.85,963.68,D,D5,Mar-2018,Current,whole,Cash,34002.9,No Delinquencies,True,0
248,hydrologist,10.0,MN,MORTGAGE,72000.0,Verified,21.32,0,2003,4,31,11,245282,37210,0,0,5,5,0,0,debt_consolidation,individual,4400,36,14.08,150.56,C,C3,Feb-2018,Current,whole,Cash,3997.25,No Delinquencies,True,0
249,lieutenant,10.0,MA,MORTGAGE,96000.0,Verified,18.66,1,2002,2,18,14,427091,39536,0,0,9,8,0,0,debt_consolidation,individual,19000,60,18.06,483.1,D,D2,Jan-2018,Current,whole,Cash,17984.13,Has Delinquencies,True,0
250,autocad ,1.0,MI,OWN,35300.0,Source Verified,27.2,0,2006,3,17,13,37273,30394,0,0,7,5,0,0,debt_consolidation,individual,3125,36,10.91,102.18,B,B4,Jan-2018,Current,whole,Cash,2749.38,No Delinquencies,True,0
252,pharmacy technician ,10.0,IL,OWN,50000.0,Verified,17.23,0,2005,0,40,14,127498,16349,0,0,12,4,0,0,debt_consolidation,individual,20000,60,12.62,451.19,C,C1,Feb-2018,Current,whole,Cash,19021.27,No Delinquencies,True,0
253,dockworker,3.0,PA,OWN,70000.0,Not Verified,7.75,0,1992,0,11,10,68800,19857,0,0,10,4,0,0,debt_consolidation,individual,10000,60,9.44,209.73,B,B1,Feb-2018,Current,whole,Cash,9469.53,No Delinquencies,True,0
254,sales,7.0,NC,MORTGAGE,350000.0,Verified,6.21,0,1986,0,27,13,541617,81103,0,0,9,8,0,0,debt_consolidation,individual,35000,36,6.08,1066.04,A,A2,Feb-2018,Current,whole,Cash,31418.07,No Delinquencies,True,0
255,consulting database specialist,10.0,OH,RENT,65000.0,Not Verified,26.88,2,1997,3,33,17,95285,37650,0,0,15,6,0,0,debt_consolidation,individual,14000,36,11.98,464.87,B,B5,Mar-2018,Current,whole,Cash,12908.48,Has Delinquencies,True,0
256,house officer ,3.0,NY,OWN,85820.0,Not Verified,19.44,0,1999,0,19,10,43400,35479,0,0,7,7,0,0,other,individual,16000,36,9.92,515.68,B,B2,Mar-2018,Current,whole,Cash,14840.23,No Delinquencies,True,0
257,vp hr,8.0,KY,MORTGAGE,275000.0,Source Verified,19.2,0,1995,1,29,13,655736,121893,0,0,6,4,0,0,debt_consolidation,individual,8000,36,13.59,271.84,C,C2,Feb-2018,Current,whole,Cash,7262.63,No Delinquencies,True,0
